District,within_school_10k_n,within_school_5k_n,total_pop,with_elec_access,mean_mlab_mean,weighted_mean_mlab_mean,mean_mlab_percentile90,weighted_mlab_percentile90,mean_mlab_mlab_percentile10,weighted_mlab_percentile10,mean_ookla_median_d_kbps,weighted_ookla_median_d_kbps,mean_ookla_mean_d_kbps,weighted_ookla_mean_d_kbps,mean_ookla_median_u_kbpss,weighted_ookla_median_u_kbps,mean_ookla_mean_u_kbps,weighted_ookla_mean_u_kbps,mean_rwi,weighted_mean_rwi,proportion_within_school_10k_n,proportion_within_school_5k_n,proportion_with_elec_access,prop_english_illiterate,prop_did_not_used_internet,prop_illiterate_internet,prop_illiterate_no_internet,prop_literate_nointernet,prop_literate_internet,prop_illit_eng_literate_local,prop_lit_local_usedict,prop_lit_local_not_usedict,proportion_used_internet_census,percentage_3_14_years_currently_enrolled,electric_census_use,proportion_owns_laptop,proportion_owns_smartphone
Ahafo Ano North Municipal,38595.21840393543,27097.88819718361,63928.79758656025,52952.81777381897,4.895616039148824,4.892853669067487,14.142811386577153,14.134669483728898,0.3275975803775521,0.3274223931223851,20708.81351981352,20127.927876495774,20611.566045066043,20026.93098716692,18495.121212121212,18353.536243493818,18526.823232323233,18386.460547535222,-0.2442238085988086,-0.2225207632460244,0.6037219509983291,0.4238760812057006,0.8283093030511064,0.335830371,0.335449467,0.076053834,0.259776536,0.07567293,0.588496699,0.037201625,0.443626206,0.058405282,0.6711742225744194,91.07837271911457,64.86,0.03802451462825445,0.599688135073301
Ahafo Ano South East,32759.568078637123,19438.98706626892,39827.778886556625,23523.936062693596,0.6698569883233706,0.7499832486025128,1.6876664788022522,1.9238333237859624,0.05960339157825638,0.06468493358449912,41492.3903192585,40035.19620983123,41532.00926879506,40053.54797354162,19890.64984552008,19745.85078362491,19872.43494679025,19737.41352010811,-0.280047266313933,-0.26788372304966723,0.8225306304915414,0.48807610189957923,0.5906414246623682,0.419035153,0.393979058,0.098915482,0.320119671,0.073859387,0.50710546,0.037771129,0.324794316,0.052356021,0.6056672381634229,89.9018582175061,63.85,0.02059272377866119,0.5388209582304954
Ahafo Ano South West,10831.75242137909,7897.914422392845,34727.66484987736,16921.731825828552,0.43398642151397593,0.43398642151397593,0.9924536060957156,0.9924536060957158,0.044644672812366004,0.044644672812366004,46578.31824062096,48354.22577602808,46578.31824062096,48354.22577602808,27155.007115135835,27226.44559752856,27155.007115135835,27226.44559752856,-0.2406298494723774,-0.22834070177826205,0.31190557926089124,0.22742428713633295,0.4872694982222023,0.415832738,0.40189421,0.096497498,0.319335239,0.082558971,0.501608292,0.034310222,0.302894925,0.057005004,0.6112142123565342,89.13221868909632,58.83,0.02380137294823517,0.5509270103241383
Ahanta West Municipal,56883.71719264984,44152.64521408081,61551.89381504059,57425.52240085602,3.843633911320139,3.779871760669303,11.380309590898248,11.144642495518733,0.08657043762232434,0.0859956989079603,15865.58188405797,14999.57515247249,17384.966890959284,16725.32290803681,8915.407246376812,8980.040011808629,9679.863526570049,9885.917256644107,0.11244195992179863,0.09558442010779272,0.9241586841110314,0.7173239112147649,0.9329610974020711,0.313895876,0.319765226,0.075081942,0.238813934,0.080951292,0.605152832,0.017226923,0.258403842,0.026831313,0.6861442102047052,92.755543775951935,95.11,0.040475099297280784,0.6056370302474794
Ajumako Enyan Essiam,128765.7619190216,97430.46234607697,131173.0227189064,129339.33293581009,3.9843154286920175,3.912743265201746,9.870846797368845,9.59246328398393,0.10915284295245076,0.10741691515086008,14924.166545718432,17585.05621644647,14954.42198838897,17598.241943495206,9062.452467343977,11908.557043335388,9066.865142718916,11910.48014635134,0.03809571989207751,0.059939334107496675,0.9816482021227538,0.7427629578595812,0.9860208315316041,0.31555773,0.324168297,0.071819961,0.243737769,0.080430528,0.604011742,0.03111546,0.407729941,0.055283757,0.6728499814695613,94.01640291093914,91.71,0.04387812823063569,0.5998400530555719
Akatsi North,16487.875420570374,14785.544417381287,16677.756220817566,15659.115027427673,1.149055269854035,1.1541913782956517,1.8448225295744096,1.8616042521145306,0.05350142262874192,0.053483483897682746,19428.767605633802,20093.48862605439,20269.894366197183,20994.972254508357,10010.711267605633,10076.835242336181,9739.825508607199,9783.64119616971,-0.07961424100156493,-0.06636599611137424,0.9886147274409625,0.8865427831908002,0.9389221679521613,0.480789946,0.461400359,0.099820467,0.380969479,0.08043088,0.438779174,0.071813285,0.406822262,0.077558348,0.5269497246402558,84.52175786299009,76.34,0.026647717178895008,0.47937466690353525
Akatsi South Municipal,48741.8906917572,42363.144867897034,49863.080701828,47782.757296562195,1.0107177468469615,1.0057709279683507,1.5453801368614397,1.498626296980078,0.06521914422039705,0.06298374747775297,36696.02781740371,36410.089132634865,36832.31312410842,36547.08430358231,15739.907988587733,15885.118652014937,16485.602710413696,16634.697446392984,0.053786970993818344,0.09125002732118148,0.9775146261664956,0.8495894010484591,0.9582792844728998,0.401486521,0.393927942,0.091962711,0.30952381,0.084404132,0.514109347,0.059208869,0.458301839,0.081758629,0.6085523418923849,90.46314058646205,82.13,0.03325072024356184,0.552278989017072
Akrofuom,19179.23159611225,13122.836201548576,45071.446394085884,26270.93456554413,4.11276672482536,4.230540914896194,13.20848555321921,13.600379832726738,0.05386554638661247,0.05447348297434506,31672.05483490566,32218.941944666523,31679.22087264151,32226.734108587756,17999.061320754718,18573.70244248238,18010.63962264151,18586.292388217662,-0.3977534418022528,-0.36854651725766957,0.42552953434014673,0.29115631406207787,0.5828731196208362,0.419161677,0.353293413,0.133892216,0.285269461,0.068023952,0.512814371,0.054131737,0.336526946,0.048383234,0.6520238095238096,90.12594458438288,58.11,0.022857142857142857,0.5998095238095238
Akwapim North Municipal,60552.44138813019,45474.47898769379,71522.65139007568,71522.65139007568,2.466789772234795,2.08599631765709,6.933741881343534,5.735575393100696,0.16143222909650537,0.16773286901161572,19013.082867783985,21270.382916698607,19297.764276477195,21497.520795558128,9778.453910614526,10372.76413980168,10017.430640167302,10678.530850773246,0.08608271260086903,0.13657097732885726,0.8466190809661777,0.635805274327452,1,0.201922039,0.215203542,0.060468632,0.141453407,0.073750135,0.724327826,0.030666235,0.548104956,0.049346723,0.7923439505560289,94.24689440993788,89.49,0.0802493770965689,0.7132055527391572
Akwapim South Municipal,25322.595449447632,14877.459182739258,26628.787843704224,26492.08744239807,7.451903192213069,7.624330783768972,22.009345538344505,22.54032782626636,0.23235678076400865,0.23607175714839762,10667.11607142857,11302.596488399106,11296.912857353685,11882.849237062635,7331.838474025974,7713.55359993692,7958.859664888682,8429.088087212811,0.09788582251082252,0.1203250967544194,0.9509481091695501,0.5586983256639937,0.9948664429598333,0.196745783,0.20734438,0.059411853,0.13733393,0.070010449,0.733243768,0.024033438,0.486042693,0.039259591,0.7890739724401857,93.63602530703386,86.58,0.07601940163460255,0.7128172419419434
Akyemansa,63226.40122497082,16655.227567195892,117472.77221477032,100186.09943151474,3.6462067099145887,3.6916654685725696,9.077919181408975,9.17385036207369,0.1304765864456191,0.13054767909668555,20959.568845618916,18971.389427135528,21101.479214959047,19088.935810791718,10034.2484932777,10131.967621509784,10031.635295935714,10129.803072867151,-0.298556326434619,-0.2690144219250598,0.5382217515849269,0.1417794715591275,0.8528452810183869,0.375400795,0.384763371,0.089136848,0.286263948,0.098499423,0.526099782,0.042195716,0.32833141,0.061818648,0.6309724167169855,93.560082227621,92.07,0.021493634132867402,0.5722085897452368
Amansie Central,33577.325632572174,20554.234797358513,66805.41370022297,55894.018671393394,1.8692327166933524,2.0699013726617874,5.760103081274746,6.426690980178343,0.048888832290156024,0.049482228546244164,22772.470076548365,23208.6234934414,22755.4469960566,23192.37431797371,21862.89979123173,21620.518265431547,21851.784562746463,21609.83490069519,-0.19704488555078684,-0.16657327870631844,0.5026138417949818,0.3076731908224065,0.8366689999437402,0.403923038,0.354197901,0.111694153,0.292228886,0.061969015,0.534107946,0.057846077,0.381434283,0.050224888,0.6465319333107523,91.44158049081648,79.37,0.02126378382447029,0.5840452623787838
Amansie South,15643.679162621498,6618.615775585175,57408.339066028595,47439.39484632015,0.43398642151397593,0.43398642151397593,0.9924536060957156,0.9924536060957155,0.044644672812366004,0.044644672812366004,16136.975828111012,15511.221883521093,16074.46642793196,15429.882669916444,14091.491047448522,12840.321936763223,14194.558266189197,13051.373991014583,-0.03287093650793651,-0.0011746026993017858,0.2724983759698885,0.11529014570466371,0.8263502414127921,0.393222106,0.311678832,0.130865485,0.262356621,0.049322211,0.557455683,0.043378519,0.331282586,0.032638165,0.6802980942369141,91.00061851419147,88.07,0.022429925996856687,0.6241556251756404
Amansie West,33364.961601138115,9989.598582029343,48680.570774912834,43096.384388923645,1.144270461638274,1.2600873129179766,3.3518990493625958,3.736623366070587,0.04674505011411669,0.04708753153260042,21759.390535372848,22786.908214584215,22257.26051625239,23250.063295845655,21671.065965583173,22722.019167971415,21484.38551625239,22546.313331568457,-0.09223749203314213,-0.058673510006477976,0.6853855875151837,0.20520709644549623,0.8852892170921924,0.366771819,0.322502629,0.104837014,0.261934805,0.060567823,0.572660358,0.043638275,0.384332282,0.047528917,0.6828099156140369,91.99197035206917,92.04,0.022682019784873737,0.6236027854742364
Anloga,30170.584864616394,28561.85186290741,33406.22047519684,31824.4690656662,1.0326410503084107,1.0357035028231025,1.7525837246335731,1.7815278638935066,0.07512597168837241,0.07650985020582624,16970.835398230087,17382.5497428068,16977.957522123896,17391.237896494036,9658.899115044247,10679.840106595499,9711.217699115045,10743.662627220407,0.036191005291005295,0.024601736651310102,0.9031427211892225,0.8549860312427072,0.9526509917305658,0.424990919,0.409250515,0.099406708,0.325584211,0.083666303,0.491342778,0.062598378,0.453807967,0.077854462,0.5932178827621187,87.14374951198563,79.57,0.03020312537738811,0.5489336521508104
Aowin Municipal,29274.99718952179,23234.686779022217,38244.125586509705,32273.65678024292,3.924010605733601,3.9247582614496115,12.448976594908196,12.452521892571143,0.003083111547329785,0.0030176946318559946,30402.133653846155,29141.81823906324,30584.915224358974,29359.928220653048,10204.374038461538,10118.363038488169,10468.961217948718,10393.120164268177,-0.3176969696969697,-0.3158528196608172,0.7654769651694769,0.6075360966605041,0.8438853362521951,0.484588131,0.451992914,0.102302923,0.382285208,0.069707706,0.445704163,0.029583702,0.228786537,0.035429584,0.5502486860206709,81.6580656756271,66.75,0.028272602208190764,0.5055645701788423
Asante Akim Central Municipal,48352.00337600708,33639.44276487827,61146.62639474869,52999.40678167343,5.309455387766876,5.219473239225212,15.876417320364844,15.467030479669427,0.09252286312744577,0.09507546654395758,17306.991141732284,16321.085566941696,17893.29772528434,17142.301413082114,16783.563976377955,16190.2265671947,17289.529221347333,17160.787487329846,0.11926441018766756,0.22999244211375944,0.7907550461387283,0.5501438877054262,0.8667592949367531,0.233610224,0.222364217,0.085623003,0.14798722,0.074376997,0.69201278,0.034121406,0.542875399,0.057635783,0.7891691620565396,96.60159362549801,88.11,0.04163071613459879,0.6938664162817845
Asante Akim North Municipal,35240.68240404129,21763.35001373291,112490.07563602924,38377.45379328728,4.101369584831744,4.113853392216012,10.380055673436642,10.43685256646181,0.1267937045997825,0.126439565363316,12223.464616096207,14106.789349885705,12192.943763490595,14015.35245404746,10860.420559666974,12659.697277822052,10858.266574159728,12653.244189797013,-0.26479703228869894,-0.1951044399564726,0.31327814658126263,0.1934690672993233,0.341163018837863,0.316849315,0.305616438,0.085205479,0.231643836,0.073972603,0.609178082,0.037808219,0.455205479,0.053287671,0.6922739124468231,91.03482011829057,76.72,0.05351996706463565,0.6241526005214766
Asante Akim South Municipal,89981.50222992897,43419.95349228382,179020.14441013336,117952.63185834885,4.026728905954047,4.041660790637155,10.040467074938656,10.10840185083718,0.1289111029393626,0.12848751692286053,22658.325361394556,21859.056594508926,22658.325361394556,21859.056594508926,17137.5987457483,16969.373479656013,17137.5987457483,16969.373479656013,-0.19594744502452144,-0.16868468485711405,0.502633390931594,0.2425422772132791,0.6588791012709752,0.350992745,0.314051165,0.114070256,0.23692248899999999,0.077128675,0.57187858,0.056605575,0.401775487,0.060519282,0.6841033449112623,93.39464430619421,84.75,0.02467526288242851,0.6066422419945758
Asene Manso Akroso,66815.58251559734,48908.085884451866,80056.75892055035,78023.23770701885,4.79665324697447,4.901449629584401,13.287655069781184,13.589402686541446,0.13439887731276753,0.134658794731553,15677.772692601067,15146.670972884674,15677.772692601067,15146.670972884674,17668.042715484364,17721.759463893803,17668.042715484364,17721.759463893803,-0.15115941475826972,-0.07673387307650884,0.8346026421317685,0.6109176357362788,0.9745990064930109,0.304151625,0.328519856,0.066937425,0.2372142,0.091305656,0.60454272,0.030084236,0.39034296,0.057160048,0.6598591230636963,94.07950632741583,87.16,0.020905292689180833,0.5885307470700916
Ashaiman Municipal,91943.73295116425,91943.73295116425,91943.73295116425,91943.73295116425,1.827550488073896,1.8275504880738958,4.907957608004737,4.907957608004737,0.03882617475155474,0.03882617475155474,11751.948421052632,11040.732028262342,13527.760696627933,12684.436011381378,9277.601578947368,8758.060933653951,11379.736323839903,10840.863431430573,0.9924677192982456,0.9877790892843898,1,1,1,0.147713432,0.153526741,0.059018935,0.088694497,0.064832244,0.787454324,0.018381132,0.303122578,0.014727051,0.8504522035247551,95.7413376309428,97.14,0.06426486522344825,0.7657884262432832
Asikuma Odoben Brakwa,82954.16974020004,55435.333908081055,95626.29635572433,83197.88773012161,4.936866391136176,4.9743925714417205,13.575841458308956,13.72180141547573,0.13225623423618008,0.13316640288979015,13959.726258992805,13702.006939703764,13959.726258992805,13702.006939703764,6616.687769784173,6558.451577718383,6616.687769784173,6558.451577718383,-0.19199582425562817,-0.1453762317127007,0.8674828253476982,0.5797080512442393,0.8700314756584344,0.346457416,0.3469163,0.075440529,0.271016887,0.075899413,0.577643172,0.040840675,0.368667401,0.048641703,0.6635579669288573,94.11889035667107,85.49,0.024299618267693245,0.5923228364651404
Asokore Mampong Municipal,270389.44429540634,270389.44429540634,270389.44429540634,270389.44429540634,6.3776432692741025,6.3776432692741025,20.736293075352968,20.736293075352968,0.062220630073415745,0.06222063007341575,10505.735087719298,11146.530802836136,13154.058462127541,14125.784476245446,10925.55380116959,10857.126585011993,11887.722107351712,11922.394079414094,1.2451437134502925,1.275338219305973,1,1,1,0.259339862,0.187280861,0.134324749,0.125015113,0.062265748,0.67839439,0.035787692,0.415306493,0.033853222,0.8158095353339787,95.82423689119993,96.97,0.05617134559535334,0.7293320425943853
Asokwa Municipal,239363.05584669113,239363.05584669113,239363.05584669113,239363.05584669113,6.3776432692741025,6.3776432692741025,20.736293075352968,20.736293075352968,0.062220630073415745,0.062220630073415745,19638.665534804753,20544.24242864695,20980.236132609138,22109.278656653423,14630.022637238257,15302.79761657442,14919.67313555149,15745.360940254532,1.0987600452744766,1.1228084189660588,1,1,1,0.156825048,0.125606518,0.073697702,0.083127346,0.042479172,0.80069578,0.025267784,0.544539046,0.026366383,0.8806260799605043,98.06754102515364,96.92,0.0788359739986652,0.7821336819682023
Assin Fosu Municipal,38211.52130174637,29750.14427947998,62288.29852390289,57287.39112472534,3.878813985251421,3.8451118936549196,9.460493650839114,9.329407678171409,0.10659398655010974,0.10577656822822158,8451.19867549669,7587.90879133115,8733.03259749816,7922.912042607245,13329.634657836645,13420.047506456449,13428.810743193524,13554.113206786984,-0.024054294362466894,0.005298682007143155,0.6134622747333971,0.4776201146040854,0.9197135333973127,0.206189606,0.217680857,0.070514495,0.135675111,0.082005746,0.711804649,0.031470358,0.475842256,0.046617916,0.7863662331105767,94.72201277828485,92.16,0.05265115784718809,0.6854083354368996
Assin North,39825.11040735245,27342.608006477356,74236.2843990326,55725.255801439285,4.2616586828687435,4.195606692703527,11.545761269561492,11.25381521017841,0.09337335548227527,0.0931146848769478,26884.709497206703,28697.102691112024,27392.411545623836,29179.86976928457,15372.033519553073,15305.249533936492,15757.143389199255,15671.44535119612,-0.1736695264698058,-0.13473875113650888,0.5364642200205729,0.3683186494020392,0.7506471566101909,0.350327749,0.355571741,0.086234523,0.264093227,0.091478514,0.558193736,0.03423161,0.311143481,0.045593591,0.6453680637501275,90.45454545454545,80.65,0.023352708943373688,0.5880279125329604
Assin South,74549.42702054977,50140.71658039093,91229.01959991455,75614.76280021667,3.6353516379382067,3.636699797803138,8.682108782972612,8.662035833884692,0.09522403424991852,0.0960774677816958,11124.262665627435,11162.335738859963,11124.262665627435,11162.335738859963,11196.47934528449,11039.187983553304,11196.47934528449,11039.187983553304,-0.18211985165794067,-0.15929642395389568,0.8171679071800483,0.5496136733715145,0.8288455047727763,0.330989845,0.345831938,0.068295949,0.262693896,0.083138043,0.585872112,0.022653722,0.353643567,0.046534985,0.6521899194538031,92.78974486311999,87.81,0.023572591981079454,0.5771324661415917
Asunafo North Municipal,46270.24682497978,36552.74681901932,58285.038450956345,52910.271248698235,6.893324212609555,6.89247041100635,20.030923908998265,20.02840738532465,0.4542906016703189,0.4542364542697468,22944.622508792498,22844.097462696318,22983.561547479483,22860.09679433933,16499.442555685815,16139.122966021656,16563.390386869873,16191.259397302856,-0.01624970273483948,0.01708061609509299,0.7938614789439258,0.6271377319202842,0.9077847875697863,0.354025671,0.312874368,0.107117853,0.246907818,0.06596655,0.580007779,0.041618047,0.419136523,0.051808635,0.686767195192024,91.59591742055207,76.77,0.03389343562188436,0.6163635798922243
Asunafo South,42404.035074830055,30457.103823304176,46680.53465628624,40452.93704402447,1.7230671657966767,1.5649484631310115,4.791933717184175,4.325889314121125,0.12639712111945817,0.11636936209552508,14033.31385642738,13308.102224015187,14105.784641068447,13418.870872188552,13284.63939899833,12994.113068802519,13413.604340567612,13191.230739187049,-0.2820316862088219,-0.2627620687147964,0.9083879477185832,0.6524583329553332,0.8665911250135364,0.379394406,0.337823967,0.117269695,0.262124711,0.075699256,0.544906338,0.038491147,0.363613036,0.055298948,0.6646532668483011,91.49972329828445,73.64,0.0301238883462705,0.5960777258006477
Asuogyaman,63821.357901096344,52532.00927591324,71191.07129013538,57831.17328166962,5.059615681485096,4.9743202478031545,14.821932010368176,14.53184548870403,0.07542970464671223,0.0737569526331602,13551.487331081082,13958.75791488282,13832.56903856982,14277.782243084806,10561.674408783783,11342.938208870448,10723.956388754827,11566.699833497876,-0.02168556372549019,-0.0030963985736882885,0.8964798077134678,0.7379016542934417,0.8123374495374818,0.233799955,0.261345676,0.064009935,0.16979002,0.091555656,0.674644389,0.026529691,0.373334839,0.031835629,0.7288357400722022,92.7129221732746,91.05,0.061337996389891694,0.6610108303249097
Asutifi North,23379.901806116104,18057.613583922386,25981.366796970367,22457.246600866318,6.977709860711753,6.977709860711753,20.27964501746849,20.27964501746849,0.45964227057463897,0.45964227057463897,31774.303347280336,34832.90708649904,31854.44560669456,34878.04509441554,15803.37029288703,18769.870025401615,15845.420153417015,18794.835197347536,0.04504029905178702,0.0855707405558391,0.8998718962253512,0.6950216947796621,0.8643597073378376,0.321638355,0.304016511,0.084775361,0.236862994,0.067153516,0.611208128,0.022384505,0.398634704,0.041593904,0.6891853126792886,91.84137897641989,78.99,0.03765857079110091,0.6190954293363932
Asutifi South,21258.244604349136,17192.655821561813,22241.80579829216,20374.32641005516,6.0034582320470715,6.191955920707046,17.408102871854677,17.96368732397388,0.39785602773162065,0.40981039724379253,47501.25682382134,47211.37332909796,47515.104631927214,47219.83863374363,26929.429280397024,27398.21997404586,26935.370554177007,27403.019721154807,-0.21587655086848634,-0.19614240885826928,0.9557787167614535,0.772988307580761,0.9160374204696817,0.375108639,0.324873979,0.122544759,0.25256388,0.072310099,0.552581262,0.036850339,0.398922301,0.044846167,0.6640754159485033,90.8411214953271,76.87,0.03301206514474656,0.5965563333216082
Atebubu Amantin Municipal,149964.58853328228,86320.6993035078,258626.86942970753,73264.36249089241,3.3438011680103767,3.341121596145582,8.939363225854773,8.925296839716712,0.0720941033122305,0.07172380891984317,20070.32373072258,20248.093548666526,20041.238289146884,20342.022774968977,21935.95841275342,22695.189821468663,22042.4978556576,22698.341900162708,-0.3640623176470588,-0.21142185885651074,0.5798492200905727,0.3337653952733206,0.28328209923603864,0.51947395,0.500505817,0.093913337,0.425560614,0.074945203,0.405580846,0.009104704,0.183611533,0.030180408,0.504598184263618,79.29701153442852,72.82,0.02804303967720242,0.45227807666442504
Atiwa East,51571.75078749657,37091.58358991146,72759.1255863905,52387.301990151405,2.335906906554783,2.2367604640138796,5.8109321426342575,5.571897899103023,0.12782945970536444,0.1276388923451567,12360.415817855002,12016.848433073854,12360.415817855002,12016.848433073854,9786.224685440384,9664.811457472379,9786.224685440384,9664.811457472379,-0.12388639101227705,-0.06965469243327815,0.708801134866071,0.5097859999137949,0.7200100546556099,0.277165932,0.260279001,0.092143906,0.185022026,0.075256975,0.647577093,0.046989721,0.417951542,0.043135095,0.7405150776617803,95.18262478906972,92.01,0.026354079516932815,0.6613982757993525
Atiwa West,49895.07119297981,16733.257567882538,90224.70259523392,62684.70257973671,1.6510458991403987,1.615450647708686,4.159786336128897,4.073968995826713,0.12651310229558316,0.12644468538694348,14033.90660646388,14861.400350356917,14131.378790965055,14961.79869402503,12300.183460076045,12778.341828305422,12425.040665172914,12889.112298251595,-0.3135623819704258,-0.2725610561572106,0.5530089848765597,0.18546204184181445,0.6947620859550276,0.289221327,0.257000384,0.099156118,0.190065209,0.066935175,0.643843498,0.05044112,0.449750671,0.040467971,0.7438152725879084,95.64210891834018,89.44,0.021577081536840088,0.6617227172559165
Atwima Kwanwoma,102271.39262986183,95595.13884162903,104890.07941734791,104724.14802074432,5.456114888680284,5.918427384719405,17.675129068271104,19.210854285965638,0.059495583213036336,0.06086268513021632,15496.5,16086.369212887794,16371.713962814436,16554.594262517436,10926.451252538931,12154.17917713366,11431.371843480374,12532.27752254386,0.6268218799368088,0.7814510344355583,0.9750339898488725,0.9113839876244618,0.998418044894948,0.197614394,0.171803739,0.086252694,0.1113617,0.060442039,0.741943567,0.037889039,0.520573347,0.043802937,0.8282683141747106,96.6345941326418,93.65,0.05610405735570954,0.7232697160251532
Atwima Mponua,42554.55514097214,20389.442984223366,86772.56291460991,48696.78853785992,0.43398642151397593,0.433986421513976,0.9924536060957156,0.9924536060957158,0.044644672812366004,0.044644672812366004,20612.821428571428,20656.425253834233,21527.09646962233,21510.065636136576,20455.79187192118,20196.070060759906,20048.81301313629,19831.923700615807,-0.2547274124220933,-0.25435780634320304,0.4904148697653279,0.23497569161680704,0.5612003022865749,0.39010862,0.381480626,0.101378938,0.288729682,0.092750944,0.517140436,0.047993221,0.36060396,0.071335028,0.6171236761031835,89.93185836891361,77.51,0.018109222445319803,0.5487561884033536
Atwima Nwabiagya North,24151.44943010807,19158.42980980873,25694.938430070877,24015.62701845169,3.1560813643957144,3.629303580067983,10.03480025378076,11.606765745536986,0.0526941658436871,0.054093528836988015,21884.11694677871,21444.53348858199,22181.452497665734,21977.229681411507,9412.292717086835,8770.87297758205,9760.848155929038,9320.308981456341,0.18833814192343604,0.33259669448021606,0.9399302316227208,0.7456110417212579,0.9346442718207146,0.207316151,0.187740911,0.080643942,0.126672209,0.061068702,0.731615146,0.028191369,0.540397551,0.044818986,0.8122550171724906,95.43874504211418,93.56,0.044110176880444586,0.7076809935025058
Atwima Nwabiagya South Municipal,21728.288340449333,16814.46376299858,23549.69954419136,22468.382145762444,1.7973739742985326,2.418942964043551,5.521400290947829,7.586149092389626,0.048676339170597806,0.05051437765067413,15575.603448275862,14305.925809415676,15978.1936031984,14762.39130428374,11288.75187406297,10317.555151719464,11542.743728135933,10595.340495498962,0.43034667666166915,0.5422866531094247,0.9226567115931088,0.7139990780538831,0.9540836010922429,0.189405405,0.179459459,0.073801802,0.115603604,0.063855856,0.746738739,0.024936937,0.549261261,0.043027027,0.822215484131797,96.76182923605604,93.25,0.05306246209824136,0.7231294579687545
Awutu Senya,34219.613861083984,32089.528656959534,34219.613861083984,33548.538650512695,2.650901609416763,2.5785255188534006,10.801625635577642,10.712903115810626,0.042033245241623295,0.039202695581126566,5938.254360465116,5616.132691697092,5968.356854466593,5638.278318553872,4863.407703488372,4430.205403487103,4842.381067737172,4420.012042879291,0.04583178640642304,0.062472943070991896,1,0.9377525061278709,0.9803891647259508,0.314528651,0.327467652,0.074011091,0.24051756,0.086950092,0.598521257,0.016266174,0.24909427,0.025804067,0.6680057093247399,91.77759091002318,92.17,0.03068762047705234,0.5943142188672582
Awutu Senya East Municipal,33557.769245147705,33557.769245147705,33557.769245147705,33557.769245147705,2.0780445818922564,2.0780445818922564,10.065417555015095,10.065417555015095,0.01973720398035194,0.01973720398035194,9583.533672172809,9480.917446241467,11288.299620822492,11400.830932430046,9428.777636594663,9929.155277745067,10337.915937098338,10910.488102673522,0.9835168512131663,1.0467365501846564,1,1,1,0.143247463,0.140027322,0.065964091,0.077283372,0.06274395,0.794008587,0.022150664,0.327917642,0.018735363,0.8581080419956751,96.58770707539867,97.8,0.0587714405925578,0.753911409868788
Ayawaso Central Municipal,148422.66952896118,148422.66952896118,148422.66952896118,148422.66952896118,1.8257185243073777,1.7937646760845354,4.90011929830307,4.782316458694491,0.05926657609671158,0.05920403771699173,19489.4297635605,19264.97284520438,22416.21683398795,21945.702712315506,16029.495827538247,15719.373233949353,18653.148566031723,18131.43846826868,1.3007618219749653,1.3035890547884006,1,1,1,0.126474752,0.115266635,0.058872109,0.067602643,0.047663992,0.825861255,0.018168948,0.329400661,0.009792355,0.8900357049963349,96.55344406204797,97.36,0.09552859946560734,0.8075004137996264
Ayawaso East Municipal,56479.98673248291,56479.98673248291,56479.98673248291,56479.98673248291,1.8260443043433576,1.6502499611472823,5.1393794626849045,4.369015419685268,0.052979495923822784,0.055177412249497,20200.767213114756,18334.470649009683,24621.436414055697,23200.70751633577,16645.69180327869,15334.523091881694,21242.67207666267,19596.076300413733,1.3814950819672132,1.3805447978937462,1,1,1,0.233119658,0.180555556,0.109188034,0.123931624,0.056623932,0.71025641,0.012606838,0.247863248,0.011538462,0.8235670147027487,95.92911477054251,98,0.0642446196462817,0.7474323460473045
Ayawaso North Municipal,63497.33076286316,63497.33076286316,63497.33076286316,63497.33076286316,1.5211571321090718,1.5211571321090718,3.8005828450751262,3.8005828450751262,0.0569982234878745,0.0569982234878745,20425.816532258064,19907.14700894225,22820.635327133663,22198.04425729351,19448.377016129034,18259.494743873034,20217.96472769502,19124.593692514823,1.3596622983870967,1.3591024171908412,1,1,1,0.174369001,0.131354426,0.091361536,0.083007465,0.048346961,0.777284038,0.012619979,0.252399573,0.00977604,0.8657491975100644,96.91202872531419,99.06,0.06262081685494883,0.7833720538421977
Ayawaso West Municipal,166163.7090358734,166163.7090358734,166163.7090358734,166163.7090358734,5.489928245137542,5.542687350188948,16.984488145191264,17.19975519343761,0.08231147741830963,0.08363749692502484,26651.87900355872,27678.293733684317,29447.099913632173,30301.669651476237,22113.91785290629,22860.72663643215,23794.906356845873,24349.394705392177,1.1141152629497826,1.1146909287538624,1,1,1,0.086918605,0.078924419,0.041424419,0.045494186,0.033430233,0.879651163,0.017151163,0.49622093,0.007267442,0.9287631692884977,95.70552147239263,96.25,0.3326598354740944,0.8760138548131043
Ayensuano,38932.99702334404,11055.836809635162,61211.89961075783,58299.67082250118,3.8089572760667916,3.675655489477662,10.905631475926143,10.477165403280603,0.08083772014032706,0.08076790293267057,17194.372912127816,17711.51143634666,17198.765553134835,17715.30335202103,10321.226216412491,10560.790167868923,10335.904744613896,10573.692042745284,-0.20495826199740597,-0.19971113331402904,0.6360364123792307,0.18061580966998986,0.9524238129060639,0.35286783,0.349376559,0.08915212,0.263715711,0.085660848,0.561471322,0.033790524,0.32394015,0.043142145,0.6455325693307535,88.56500616343993,88.23,0.021692216103586844,0.5859006796646327
